area_id,area_type,municipality,block,treatment,registered,turnout,hollande_share
M_2722,Municipality,Soissons,72,1,17361,0.7184494137763977,0.2793482542037964
M_80531,Municipality,Méricourt-en-Vimeu,3055,0,100,0.8999999761581421,0.2613636255264282
M_2015,Municipality,Ancienville,76,1,61,0.8196721076965332,0.25999999046325684
M_2813,Municipality,Villers-le-Sec,69,1,167,0.8802395462989807,0.232876718044281
M_60218,Municipality,Esches,2148,1,825,0.8690909147262573,0.20575539767742157
M_60575,Municipality,Sainte-Geneviève,2163,1,1943,0.8003088235855103,0.21162638068199158
P_2340_2,Precinct,Gauchy,59,1,811,0.7780517935752869,0.38498401641845703
M_60656,Municipality,Varinfroy,2155,0,206,0.7281553149223328,0.14765100181102753
M_80266,Municipality,Englebelmer,3027,0,206,0.7718446850776672,0.2721518874168396
M_60041,Municipality,Bailleul-sur-Thérain,2155,1,1452,0.8691459894180298,0.3059581220149994
M_80533,Municipality,Mers-les-Bains,3058,1,2517,0.7898291349411011,0.26160991191864014
M_80516,Municipality,Marquaix,3056,0,179,0.832402229309082,0.28378379344940186
M_2663,Municipality,Rozières-sur-Crise,72,0,177,0.8474576473236084,0.2068965584039688
P_60463_10,Precinct,Nogent-sur-Oise,2152,1,1097,0.6964448690414429,0.4274406433105469
M_2601,Municipality,Pignicourt,60,0,129,0.8449612259864807,0.19811320304870605
P_80021_41,Precinct,Amiens,3029,1,1349,0.6819866299629211,0.48834627866744995
M_2170,Municipality,Châtillon-sur-Oise,69,1,108,0.8240740895271301,0.2247191071510315
M_2122,Municipality,Brie,45,1,43,0.8372092843055725,0.3611111044883728
M_60662,Municipality,Le Vauroux,2116,1,389,0.7866324186325073,0.1812080591917038
P_60159_17,Precinct,Compiègne,2128,1,1174,0.6712095141410828,0.4294871687889099
M_60589,Municipality,Saint-Maximin,2156,0,1841,0.777294933795929,0.2169274538755417
M_2624,Municipality,Proisy,61,1,232,0.7844827771186829,0.2707182466983795
M_2126,Municipality,Brunehamel,44,1,446,0.8206278085708618,0.29120880365371704
M_2684,Municipality,Saint-Michel,44,1,2383,0.7515736222267151,0.31415680050849915
P_80021_43,Precinct,Amiens,3029,1,1451,0.6733287572860718,0.4118257164955139
M_60150,Municipality,Chiry-Ourscamps,2156,1,870,0.8022988438606262,0.21865889430046082
M_2078,Municipality,Besmé,53,0,97,0.8247422575950623,0.2151898741722107
M_2298,Municipality,Etreux,44,0,1092,0.791208803653717,0.2929411828517914
M_2360,Municipality,Guignicourt,60,1,1599,0.8186366558074951,0.24745497107505798
M_2267,Municipality,Dommiers,76,0,216,0.8148148059844971,0.27586206793785095
M_2333,Municipality,Fresnes,44,1,117,0.8974359035491943,0.3619047701358795
M_80523,Municipality,Méaulte,3058,1,991,0.845610499382019,0.3076923191547394
M_60672,Municipality,Vez,2155,1,251,0.8525896668434143,0.22966507077217102
M_80143,Municipality,Brocourt,3055,1,87,0.8850574493408203,0.2857142984867096
M_60473,Municipality,Ognes,2149,0,207,0.8019323945045471,0.32926830649375916
P_60463_6,Precinct,Nogent-sur-Oise,2152,1,852,0.7758215665817261,0.36986300349235535
M_60517,Municipality,Puiseux-le-Hauberger,2119,1,652,0.7607361674308777,0.191268190741539
M_2696,Municipality,Saint-Thomas,46,1,62,0.8064516186714172,0.3541666567325592
M_60021,Municipality,Appilly,2153,1,357,0.843137264251709,0.22448979318141937
P_2691_24,Precinct,Saint-Quentin,70,1,945,0.723809540271759,0.36592593789100647
P_80021_44,Precinct,Amiens,3030,1,871,0.5878300666809082,0.4621514081954956
P_60057_30,Precinct,Beauvais,2117,1,940,0.6914893388748169,0.39150944352149963
M_2757,Municipality,Vadencourt,61,0,417,0.88968825340271,0.34510868787765503
M_2717,Municipality,Séry-lès-Mézières,69,1,494,0.8036437034606934,0.3076923191547394
M_80093,Municipality,Berteaucourt-les-Dames,3056,1,859,0.8393480777740479,0.34225353598594666
M_60489,Municipality,Péroy-les-Gombries,2149,1,704,0.8678977489471436,0.19237147271633148
P_80021_21,Precinct,Amiens,3030,1,1209,0.7377998232841492,0.364367812871933
M_80747,Municipality,Templeux-la-Fosse,3057,0,127,0.8425197005271912,0.24761904776096344
P_2691_27,Precinct,Saint-Quentin,70,1,844,0.6872037649154663,0.37876105308532715
P_60463_9,Precinct,Nogent-sur-Oise,2152,0,1217,0.733771562576294,0.40799999237060547
M_80318,Municipality,Flixecourt,3057,1,2316,0.8082901835441589,0.30237582325935364
M_2703,Municipality,Seboncourt,50,1,752,0.833776593208313,0.30000001192092896
M_60135,Municipality,Cauvigny,2163,1,1059,0.8640226721763611,0.19821825623512268
P_60463_7,Precinct,Nogent-sur-Oise,2152,1,1187,0.7228306531906128,0.4449760913848877
M_80216,Municipality,Courcelette,3027,1,131,0.7862595319747925,0.22772277891635895
M_60506,Municipality,Pont-l'Evêque,2153,1,478,0.7698744535446167,0.30470913648605347
P_80021_62,Precinct,Amiens,3029,0,736,0.7853260636329651,0.34325745701789856
M_60088,Municipality,Bornel,2119,1,2545,0.7779960632324219,0.25218284130096436
P_60057_8,Precinct,Beauvais,2117,1,882,0.6882086396217346,0.38142621517181396
M_60395,Municipality,Méru,2148,1,7215,0.7930700182914734,0.349857360124588
M_60214,Municipality,Ernemont-Boutavent,2154,1,149,0.8657718300819397,0.2142857164144516
M_80274,Municipality,Eppeville,3040,1,1506,0.8081009387969971,0.3202669024467468
M_60313,Municipality,Hermes,2156,1,1614,0.8104089498519897,0.22525331377983093
P_80373_1,Precinct,Gamaches,3039,1,1113,0.8508535623550415,0.3563714921474457
M_2064,Municipality,Belleu,72,1,2574,0.7878788113594055,0.3054162561893463
M_60469,Municipality,Novillers,2163,1,286,0.8496503233909607,0.10833333432674408
M_2635,Municipality,Ramicourt,50,1,129,0.8527131676673889,0.2181818187236786
M_60319,Municipality,La Houssoye,2116,0,421,0.8076009750366211,0.22985073924064636
M_60162,Municipality,Corbeil-Cerf,2148,1,245,0.8530611991882324,0.17073170840740204
M_60334,Municipality,Lachapelle-Saint-Pierre,2163,0,699,0.814020037651062,0.16518649458885193
P_80021_31,Precinct,Amiens,3030,0,1171,0.7258753180503845,0.380382776260376
M_60029,Municipality,Auneuil,2116,1,2018,0.791377604007721,0.2247765064239502
M_60229,Municipality,Le Fayel,2156,1,175,0.868571400642395,0.21476510167121887
M_80384,Municipality,Grandcourt,3027,1,164,0.8414633870124817,0.24626865983009338
M_60221,Municipality,Esquennoy,2121,1,547,0.7915905117988586,0.33095237612724304
M_2810,Municipality,Villers-Cotterêts,76,1,6718,0.7654063701629639,0.27128398418426514
M_60540,Municipality,Rivecourt,2155,1,378,0.7645502686500549,0.19512194395065308
P_2691_22,Precinct,Saint-Quentin,71,1,863,0.7392815947532654,0.30288460850715637
M_60651,Municipality,Ully-Saint-Georges,2163,1,1347,0.8337045311927795,0.1842818409204483
P_60159_11,Precinct,Compiègne,2128,1,1491,0.7256874442100525,0.3465160131454468
M_2648,Municipality,Ribemont,69,1,1525,0.8445901870727539,0.28414443135261536
M_60694,Municipality,Villotran,2116,1,228,0.8640350699424744,0.2319587618112564
M_60079,Municipality,Boissy-Fresnoy,2149,1,644,0.8478260636329651,0.24169741570949554
M_2796,Municipality,Vichel-Nanteuil,55,0,73,0.8904109597206116,0.2153846174478531
M_2719,Municipality,Sinceny,53,1,1640,0.8115853667259216,0.2587786316871643
M_60094,Municipality,Boursonne,2154,1,217,0.8387096524238586,0.2742857038974762
M_60471,Municipality,Noyon,2153,1,7521,0.7241058349609375,0.27881181240081787
M_80389,Municipality,Grécourt,3040,0,22,0.7272727489471436,0.13333334028720856
P_80021_61,Precinct,Amiens,3030,1,1006,0.7067594528198242,0.2932761013507843
M_80409,Municipality,Hallu,3056,1,148,0.8243243098258972,0.2916666567325592
M_60486,Municipality,Paillart,2121,1,483,0.739130437374115,0.21813030540943146
M_2361,Municipality,Guise,61,1,3379,0.7842556834220886,0.3697736859321594
P_80021_69,Precinct,Amiens,3029,1,907,0.649393618106842,0.43696027994155884
M_80041,Municipality,Aumont,3058,1,114,0.7719298005104065,0.190476194024086
M_60010,Municipality,Amblainville,2148,1,1203,0.8104737997055054,0.20210526883602142
P_2340_4,Precinct,Gauchy,59,1,948,0.7774261832237244,0.3169398903846741
M_2799,Municipality,Vierzy,55,1,271,0.8376383781433105,0.2901785671710968
M_60387,Municipality,Marseille-en-Beauvaisis,2154,0,862,0.8259860873222351,0.2600574791431427
M_2061,Municipality,Becquigny,50,1,185,0.7837837934494019,0.33103448152542114
M_80748,Municipality,Templeux-le-Guérard,3057,1,154,0.8766233921051025,0.3777777850627899
M_60148,Municipality,Chèvreville,2149,1,331,0.791540801525116,0.1230769231915474
P_80373_2,Precinct,Gamaches,3039,1,942,0.8821656107902527,0.3135802447795868
M_80658,Municipality,Quivières,3040,1,126,0.6746031641960144,0.1764705926179886
M_80811,Municipality,Voyennes,3040,1,482,0.863070547580719,0.23600973188877106
M_2295,Municipality,Etréaupont,46,1,694,0.8083573579788208,0.2893773019313812
M_80440,Municipality,Hiermont,3058,0,119,0.8151260614395142,0.22580644488334656
P_80021_42,Precinct,Amiens,3028,1,1500,0.6320000290870667,0.557939887046814
M_80807,Municipality,Ville-sur-Ancre,3027,1,224,0.8883928656578064,0.2448979616165161
M_80827,Municipality,Woincourt,3056,1,1112,0.7760791182518005,0.26547619700431824
P_60159_8,Precinct,Compiègne,2128,1,1774,0.7220969796180725,0.4197138249874115
M_2503,Municipality,Mont-d'Origny,45,1,674,0.8338279128074646,0.36823105812072754
M_80296,Municipality,L'Etoile,3055,1,876,0.8401826620101929,0.34068965911865234
M_2399,Municipality,Juvincourt-et-Damary,60,1,331,0.8731117844581604,0.2579505443572998
P_2691_34,Precinct,Saint-Quentin,70,1,1030,0.7339805960655212,0.30841121077537537
M_80552,Municipality,Moislains,3055,1,1026,0.7836257219314575,0.32233503460884094
P_80021_38,Precinct,Amiens,3028,0,1105,0.6805430054664612,0.4796747863292694
P_60057_28,Precinct,Beauvais,2117,1,902,0.7006651759147644,0.47763577103614807
M_60496,Municipality,Plainville,2121,1,136,0.7867646813392639,0.3207547068595886
M_2095,Municipality,Bohain-en-Vermandois,50,1,3704,0.758909285068512,0.2867540121078491
P_80021_37,Precinct,Amiens,3028,1,1280,0.573437511920929,0.5732043981552124
M_60063,Municipality,Berneuil-en-Bray,2116,1,680,0.8397058844566345,0.2031802088022232
P_60057_17,Precinct,Beauvais,2117,1,1021,0.7257590889930725,0.31388887763023376
M_2188,Municipality,Chigny,61,1,135,0.770370364189148,0.27450981736183167
P_2691_37,Precinct,Saint-Quentin,71,1,833,0.7394958138465881,0.293924480676651
M_2363,Municipality,Guny,53,1,317,0.8454258441925049,0.33840304613113403
M_60246,Municipality,Fosseuse,2119,1,628,0.7404458522796631,0.19389978051185608
P_80021_49,Precinct,Amiens,3028,1,1259,0.7251787185668945,0.4304783046245575
M_80489,Municipality,Longueau,3041,0,4132,0.8424491882324219,0.36768150329589844
M_80060,Municipality,Béalcourt,3057,1,81,0.7777777910232544,0.1746031790971756
M_80410,Municipality,Ham,3040,1,3120,0.7724359035491943,0.30886074900627136
M_2767,Municipality,Vauxrezis,72,1,275,0.803636372089386,0.2361111044883728
M_2707,Municipality,Septvaux,44,1,148,0.7432432174682617,0.2777777910232544
M_2504,Municipality,Montescourt-Lizerolles,45,1,1154,0.8093587756156921,0.4034707248210907
M_2805,Municipality,Villeneuve-Saint-Germain,72,1,1651,0.8086008429527283,0.29801830649375916
P_60159_15,Precinct,Compiègne,2128,1,1171,0.69342440366745,0.39250001311302185
M_80647,Municipality,Puzeaux,3057,1,188,0.8936170339584351,0.42514970898628235
M_60318,Municipality,Houdancourt,2156,1,487,0.8316221833229065,0.27272728085517883
M_76473,Municipality,Notre-Dame-de-Bliquetuit,2798,1,588,0.7891156673431396,0.345814973115921
P_76231_5,Precinct,Elbeuf,2807,1,1044,0.717432975769043,0.3997308313846588
P_76540_1,Precinct,Rouen,2843,0,1011,0.783382773399353,0.259640097618103
M_27368,Municipality,Lignerolles,797,1,237,0.8059071898460388,0.17391304671764374
P_76575_16,Precinct,Saint-Etienne-du-Rouvray,2847,1,634,0.6813880205154419,0.6135831475257874
M_76188,Municipality,Cottévrard,2789,1,311,0.9003215432167053,0.1963636428117752
M_76759,Municipality,Yville-sur-Seine,2805,1,369,0.8455284833908081,0.3009708821773529
M_76597,Municipality,Saint-Laurent-en-Caux,2804,1,561,0.832442045211792,0.3435448706150055
P_76384_1,Precinct,Lillebonne,2828,1,700,0.7185714244842529,0.2489878535270691
P_27016_5,Precinct,Les Andelys,789,1,957,0.7993730306625366,0.24500665068626404
M_76014,Municipality,Angerville-l'Orcher,2801,0,1101,0.8610354065895081,0.25723472237586975
M_27464,Municipality,Le Plessis-Grohan,800,1,640,0.8812500238418579,0.2571428716182709
P_27016_2,Precinct,Les Andelys,789,1,917,0.7589967250823975,0.2650957405567169
M_27419,Municipality,Mouettes,797,0,531,0.8097928166389465,0.22325581312179565
P_76498_13,Precinct,Le Petit-Quevilly,2826,1,856,0.7406542301177979,0.4410339295864105
P_76498_6,Precinct,Le Petit-Quevilly,2826,0,769,0.7711313366889954,0.38013699650764465
M_76259,Municipality,Fécamp,2813,1,14396,0.7540983557701111,0.33530017733573914
M_27027,Municipality,Les Authieux,797,1,220,0.8545454740524292,0.1818181872367859
M_27679,Municipality,Verneuil-sur-Avre,803,1,4545,0.7559955716133118,0.25776857137680054
P_76575_6,Precinct,Saint-Etienne-du-Rouvray,2847,0,1198,0.783806324005127,0.3658008575439453
M_27375,Municipality,Louviers,790,1,11348,0.7298202514648438,0.30268341302871704
M_27182,Municipality,Courteilles,803,0,150,0.7866666913032532,0.16949152946472168
P_76540_3,Precinct,Rouen,2844,1,940,0.835106372833252,0.2784973978996277
P_76319_2,Precinct,Grand-Couronne,2817,1,859,0.7054714560508728,0.3608768880367279
M_76193,Municipality,La Crique,2789,1,269,0.8364312052726746,0.1818181872367859
M_27342,Municipality,Houetteville,790,1,160,0.800000011920929,0.19685038924217224
M_76194,Municipality,Criquebeuf-en-Caux,2813,1,306,0.8660130500793457,0.29527559876441956
M_76409,Municipality,Mannevillette,2834,0,609,0.8620689511299133,0.27701374888420105
M_76382,Municipality,Lanquetot,2793,1,813,0.831488311290741,0.2432432472705841
M_27082,Municipality,La Bonneville-sur-Iton,775,1,1531,0.8589157462120056,0.31404322385787964
M_76378,Municipality,Jumièges,2805,1,1450,0.822068989276886,0.2857142984867096
M_76219,Municipality,Doudeville,2804,1,1945,0.8015424013137817,0.2867406904697418
P_76498_4,Precinct,Le Petit-Quevilly,2826,1,789,0.7972116470336914,0.32096773386001587
P_27016_4,Precinct,Les Andelys,789,1,948,0.8037974834442139,0.2530282735824585
M_76254,Municipality,Etretat,2801,1,1333,0.8334583640098572,0.23126143217086792
M_76576,Municipality,Saint-Eustache-la-Forêt,2793,1,815,0.8539877533912659,0.2777777910232544
M_76453,Municipality,Morgny-la-Pommeraye,2795,1,801,0.8239700198173523,0.23882897198200226
M_76738,Municipality,Vieux-Manoir,2795,1,534,0.8670411705970764,0.2879121005535126
M_76674,Municipality,Sévis,2789,1,235,0.8851063847541809,0.2829268276691437
M_27457,Municipality,Piseux,803,1,540,0.8388888835906982,0.14606741070747375
P_76495_4,Precinct,Pavilly,2841,0,944,0.8252118825912476,0.34545454382896423
P_76384_4,Precinct,Lillebonne,2828,0,1140,0.7078947424888611,0.372945636510849
M_27678,Municipality,Les Ventes,800,1,856,0.8329439163208008,0.29178470373153687
M_76144,Municipality,Bretteville-Saint-Laurent,2804,0,139,0.8920863270759583,0.30894309282302856
M_76390,Municipality,Les Loges,2813,0,882,0.8310657739639282,0.2336578518152237
M_76088,Municipality,Berville-sur-Seine,2805,0,382,0.8926701545715332,0.2997032701969147
P_27016_3,Precinct,Les Andelys,789,0,865,0.7387283444404602,0.3301587402820587
M_76477,Municipality,Notre-Dame-du-Bec,2834,1,322,0.8757764101028442,0.25806450843811035
P_76681_25,Precinct,Sotteville-lès-Rouen,2853,1,839,0.7628128528594971,0.4038461446762085
P_76322_18,Precinct,Le Grand-Quevilly,2820,1,632,0.8765822649002075,0.4163568913936615
M_76412,Municipality,Martainville-Epreville,2795,1,554,0.8483754396438599,0.2056277096271515
P_76495_5,Precinct,Pavilly,2841,1,1078,0.853432297706604,0.36629214882850647
M_27403,Municipality,Le Mesnil-Jourdain,790,0,230,0.8608695864677429,0.15306122601032257
M_76077,Municipality,Bénesville,2804,1,148,0.8243243098258972,0.1900826394557953
P_76495_3,Precinct,Pavilly,2841,1,813,0.7478474974632263,0.35462185740470886
P_76743_1,Precinct,Villers-Ecalles,2790,1,625,0.8511999845504761,0.34090909361839294
P_76231_8,Precinct,Elbeuf,2807,1,791,0.6953223943710327,0.5205992460250854
P_76231_3,Precinct,Elbeuf,2807,1,1259,0.714853048324585,0.5147392153739929
M_76754,Municipality,Yport,2813,1,704,0.8267045617103577,0.31478261947631836
P_76319_4,Precinct,Grand-Couronne,2817,0,769,0.7074122428894043,0.38104090094566345
P_76212_2,Precinct,Darnétal,2802,1,916,0.7696506381034851,0.3024963140487671
M_76447,Municipality,Montivilliers,2834,1,12311,0.796360969543457,0.306605726480484
M_27036,Municipality,Bâlines,803,1,378,0.8730158805847168,0.1944444477558136
M_27038,Municipality,Les Barils,803,1,174,0.8678160905838013,0.125
P_76322_15,Precinct,Le Grand-Quevilly,2820,1,884,0.848416268825531,0.41746246814727783
P_76451_8,Precinct,Mont-Saint-Aignan,2833,0,807,0.7496902346611023,0.32263514399528503
P_76319_1,Precinct,Grand-Couronne,2817,1,670,0.7283582091331482,0.35010480880737305
P_76540_59,Precinct,Rouen,2844,1,869,0.8193325400352478,0.31721195578575134
M_27472,Municipality,Portes,775,0,190,0.878947377204895,0.1840490847826004
M_76615,Municipality,Saint-Martin-du-Bec,2801,1,522,0.7950191497802734,0.23960880935192108
P_76540_4,Precinct,Rouen,2844,1,905,0.8066298365592957,0.30013832449913025
P_76319_5,Precinct,Grand-Couronne,2817,1,786,0.6577607989311218,0.3444882035255432
P_76540_50,Precinct,Rouen,2843,1,1014,0.8106508851051331,0.26335403323173523
M_27047,Municipality,Beaubray,775,1,244,0.868852436542511,0.2535885274410248
M_76359,Municipality,Héronchelles,2795,0,102,0.8725489974021912,0.2906976640224457
M_76238,Municipality,Epouville,2834,1,2348,0.8339011669158936,0.29320186376571655
M_76164,Municipality,Caudebec-en-Caux,2798,1,1544,0.821891188621521,0.3513944149017334
P_76212_5,Precinct,Darnétal,2802,1,1290,0.8085271120071411,0.2954990267753601
P_76319_3,Precinct,Grand-Couronne,2817,1,494,0.7348178029060364,0.4101123511791229
P_76640_6,Precinct,Saint-Pierre-lès-Elbeuf,2849,1,1162,0.8098106980323792,0.36513158679008484
P_76640_5,Precinct,Saint-Pierre-lès-Elbeuf,2849,1,850,0.7870588302612305,0.32824426889419556
M_76595,Municipality,Saint-Jouin-Bruneval,2801,1,1378,0.8280116319656372,0.22594881057739258
M_76401,Municipality,La Mailleraye-sur-Seine,2798,1,1286,0.9930015802383423,0.329083651304245
M_27436,Municipality,Nogent-le-Sec,775,1,316,0.7879746556282043,0.24686191976070404
M_76114,Municipality,Bolbec,2793,1,7741,0.7580416202545166,0.31705614924430847
M_76716,Municipality,Turretot,2801,1,1153,0.8872506618499756,0.22089552879333496
M_76534,Municipality,Rolleville,2834,1,805,0.8534161448478699,0.269345223903656
M_27057,Municipality,Bernienville,800,0,201,0.8457711338996887,0.21686747670173645
P_76681_13,Precinct,Sotteville-lès-Rouen,2853,1,812,0.7216748595237732,0.417677640914917
M_27602,Municipality,Saint-Sébastien-de-Morsent,800,1,3356,0.8325387239456177,0.25913742184638977
M_76513,Municipality,Quevillon,2848,1,486,0.8827160596847534,0.2141176462173462
P_76231_6,Precinct,Elbeuf,2807,0,1091,0.6929422616958618,0.4108843505382538
P_76640_2,Precinct,Saint-Pierre-lès-Elbeuf,2849,1,1106,0.7676311135292053,0.3441247045993805
M_27073,Municipality,Bois-le-Roi,797,1,838,0.7684963941574097,0.22204723954200745
P_76322_13,Precinct,Le Grand-Quevilly,2820,1,827,0.8282950520515442,0.44029849767684937
M_76701,Municipality,Touffreville-la-Cable,2798,1,315,0.8730158805847168,0.35424354672431946
P_76540_7,Precinct,Rouen,2843,1,876,0.8207762837409973,0.27362483739852905
M_76636,Municipality,Saint-Pierre-de-Varengeville,2848,1,1825,0.8668493032455444,0.3535483777523041
M_76750,Municipality,Yainville,2805,1,868,0.8594470024108887,0.3964817225933075
P_76322_21,Precinct,Le Grand-Quevilly,2820,0,938,0.8123667240142822,0.4533333480358124
P_76640_1,Precinct,Saint-Pierre-lès-Elbeuf,2849,0,1278,0.7949921488761902,0.2995951473712921
M_76614,Municipality,Saint-Martin-de-Boscherville,2848,0,1215,0.8724279999732971,0.24737344682216644
P_76681_26,Precinct,Sotteville-lès-Rouen,2853,0,675,0.765925943851471,0.41093116998672485
M_27014,Municipality,Amfreville-sur-Iton,790,1,603,0.8159204125404358,0.21694214642047882
P_76540_9,Precinct,Rouen,2844,1,935,0.7764706015586853,0.301272988319397
P_76212_6,Precinct,Darnétal,2802,0,594,0.7205387353897095,0.35781991481781006
P_76540_14,Precinct,Rouen,2844,0,683,0.7964860796928406,0.3264925479888916
P_76681_1,Precinct,Sotteville-lès-Rouen,2853,1,707,0.8090523481369019,0.3953900635242462
P_76231_4,Precinct,Elbeuf,2807,1,1157,0.7467588782310486,0.39436620473861694
M_76321,Municipality,Les Grandes-Ventes,2789,0,1352,0.8306213021278381,0.22404371201992035
P_76575_15,Precinct,Saint-Etienne-du-Rouvray,2847,1,1133,0.7140335440635681,0.5421383380889893
P_76540_6,Precinct,Rouen,2843,1,889,0.7840269804000854,0.34306567907333374
M_76092,Municipality,Beuzevillette,2793,0,515,0.8679611682891846,0.3031674325466156
P_76322_2,Precinct,Le Grand-Quevilly,2820,1,787,0.8182973265647888,0.4283464550971985
P_76640_3,Precinct,Saint-Pierre-lès-Elbeuf,2849,1,1097,0.7602552175521851,0.2973301112651825
M_76062,Municipality,Beaumont-le-Hareng,2789,1,186,0.801075279712677,0.22602739930152893
P_76384_6,Precinct,Lillebonne,2828,1,1120,0.71875,0.3025316596031189
P_27016_1,Precinct,Les Andelys,789,1,846,0.7600472569465637,0.20472441613674164
P_76575_2,Precinct,Saint-Etienne-du-Rouvray,2847,1,1108,0.8104693293571472,0.3654937446117401
P_76451_6,Precinct,Mont-Saint-Aignan,2833,1,812,0.8435960412025452,0.30383479595184326
M_76158,Municipality,Canville-les-Deux-Eglises,2804,1,243,0.8436213731765747,0.4205128252506256
P_76575_9,Precinct,Saint-Etienne-du-Rouvray,2847,1,789,0.8428390622138977,0.39083969593048096
P_76681_14,Precinct,Sotteville-lès-Rouen,2853,1,724,0.7665745615959167,0.460550457239151
M_76388,Municipality,Lintot,2793,1,366,0.8224043846130371,0.3047945201396942
P_76451_2,Precinct,Mont-Saint-Aignan,2833,1,833,0.7575029730796814,0.3251231610774994
P_76743_2,Precinct,Villers-Ecalles,2790,1,748,0.8275400996208191,0.35139572620391846
M_27165,Municipality,Conches-en-Ouche,775,1,3299,0.7981206178665161,0.2930232584476471
P_76498_7,Precinct,Le Petit-Quevilly,2826,1,685,0.7664233446121216,0.443579763174057
M_27507,Municipality,Saint-André-de-l'Eure,797,1,2380,0.7684873938560486,0.2589285671710968
M_76436,Municipality,Le Mesnil-sous-Jumièges,2805,1,495,0.8121212124824524,0.2614213228225708
M_76121,Municipality,Bosc-Edeline,2795,1,244,0.881147563457489,0.17924527823925018
P_76384_5,Precinct,Lillebonne,2828,1,744,0.6693548560142517,0.32048681378364563
M_27020,Municipality,Arnières-sur-Iton,800,1,1206,0.8250414729118347,0.2505112588405609
M_76670,Municipality,Senneville-sur-Fécamp,2813,1,648,0.8379629850387573,0.2602996230125427
P_76495_1,Precinct,Pavilly,2841,1,896,0.7946428656578064,0.2674253284931183
M_76659,Municipality,Saint-Wandrille-Rançon,2798,0,942,0.8577494621276855,0.2954545319080353
P_76384_3,Precinct,Lillebonne,2828,1,1267,0.6803472638130188,0.40925267338752747
M_27483,Municipality,Quatremare,790,1,318,0.801886796951294,0.17786560952663422
P_76212_1,Precinct,Darnétal,2802,1,975,0.8194871544837952,0.335887610912323
P_76495_2,Precinct,Pavilly,2841,1,993,0.7633433938026428,0.3500678539276123
P_76498_11,Precinct,Le Petit-Quevilly,2826,1,1011,0.7309594750404358,0.45972222089767456
P_76212_3,Precinct,Darnétal,2802,1,1092,0.7646520137786865,0.3199513256549835
M_28183,Municipality,Gommerville,822,1,376,0.8803191781044006,0.16463415324687958
M_28146,Municipality,Faverolles,829,1,647,0.8068006038665771,0.205078125
M_28189,Municipality,Guilleville,822,1,148,0.837837815284729,0.19354838132858276
P_45068_1,Precinct,Châlette-sur-Loing,1555,1,668,0.7245509028434753,0.36247333884239197
P_45203_2,Precinct,Meung-sur-Loire,1573,1,1121,0.7805531024932861,0.28205129504203796
P_45252_1,Precinct,Pithiviers,1581,1,1310,0.6778625845909119,0.4075774848461151
M_18281,Municipality,Vignoux-sur-Barangeon,501,1,1529,0.8227599859237671,0.22258064150810242
P_45203_1,Precinct,Meung-sur-Loire,1573,0,1198,0.768781304359436,0.24561403691768646
M_37262,Municipality,Trogues,1235,1,266,0.8609022498130798,0.18468467891216278
M_28096,Municipality,La Chaussée-d'Ivry,805,0,768,0.7604166865348816,0.196891188621521
P_45208_5,Precinct,Montargis,1574,0,580,0.6086207032203674,0.29532164335250854
M_37147,Municipality,Marcilly-sur-Vienne,1251,0,430,0.8558139801025391,0.22499999403953552
P_45234_40,Precinct,Orléans,1578,1,1137,0.7062445282936096,0.491761714220047
P_28134_10,Precinct,Dreux,817,1,1537,0.6174365878105164,0.7145900130271912
P_45147_12,Precinct,Fleury-les-Aubrais,1564,1,1127,0.7382431030273438,0.38188493251800537
P_28218_2,Precinct,Lucé,825,1,982,0.6853360533714294,0.3268072307109833
M_18214,Municipality,Saint-Hilaire-de-Court,511,1,516,0.8236433863639832,0.2517814636230469
P_45269_3,Precinct,Saint-Ay,1573,1,799,0.7384230494499207,0.24398624897003174
P_28220_3,Precinct,Luisant,826,1,943,0.8186638355255127,0.28021249175071716
M_18101,Municipality,Germigny-l'Exempt,499,1,294,0.8163265585899353,0.27659574151039124
M_28113,Municipality,Coulombs,829,1,1100,0.7799999713897705,0.2240762859582901
P_45155_1,Precinct,Gien,1565,1,1314,0.7404870390892029,0.3267015814781189
P_41269_9,Precinct,Vendôme,1411,0,729,0.8230452537536621,0.2585616409778595
M_41150,Municipality,Mont-près-Chambord,1400,1,2738,0.8652300834655762,0.2618025839328766
P_28085_14,Precinct,Chartres,811,1,993,0.6858006119728088,0.371257483959198
P_41269_3,Precinct,Vendôme,1411,1,623,0.6918138265609741,0.3962264060974121
P_28085_17,Precinct,Chartres,811,1,772,0.7253885865211487,0.3387681245803833
P_45028_3,Precinct,Beaugency,1550,1,919,0.7682263255119324,0.26801154017448425
P_28088_11,Precinct,Châteaudun,812,1,639,0.7558685541152954,0.4173728823661804
P_45234_2,Precinct,Orléans,1579,1,1072,0.7910447716712952,0.3009592294692993
P_28220_1,Precinct,Luisant,826,1,742,0.808625340461731,0.23720136284828186
M_28007,Municipality,Anet,805,1,2055,0.7771289348602295,0.21169739961624146
P_45147_9,Precinct,Fleury-les-Aubrais,1564,1,1005,0.779104471206665,0.3289817273616791
P_28085_12,Precinct,Chartres,811,1,1014,0.6962524652481079,0.3712230324745178
P_41269_2,Precinct,Vendôme,1411,1,616,0.6866883039474487,0.36867469549179077
P_45147_14,Precinct,Fleury-les-Aubrais,1564,1,1181,0.7417442798614502,0.33957844972610474
