area_id,area_type,municipality,block,treatment,registered,turnout,hollande_share
P_53130_1,Precinct,Laval,1799,1,659,0.6798179149627686,0.4288990795612335
M_85224,Municipality,Saint-Hilaire-de-Loulay,3192,0,3290,0.9051671624183655,0.24699828028678894
P_44190_2,Precinct,Saint-Sébastien-sur-Loire,1540,0,1160,0.8525862097740173,0.37832310795783997
P_44109_1101,Precinct,Nantes,1511,0,686,0.7551020383834839,0.4314115345478058
M_72252,Municipality,Requeil,2683,1,883,0.889014720916748,0.2792207896709442
P_53130_24,Precinct,Laval,1799,1,746,0.6997318863868713,0.42941176891326904
P_49347_1,Precinct,Tiercé,1686,1,1099,0.8489536046981812,0.24043716490268707
P_44005_1,Precinct,Arthon-en-Retz,1539,1,1107,0.8536585569381714,0.24078090488910675
P_49347_2,Precinct,Tiercé,1686,1,1017,0.8515241146087646,0.256740927696228
M_44088,Municipality,Maisdon-sur-Sèvre,1496,1,1938,0.8792569637298584,0.2964285612106323
M_49363,Municipality,Vauchrétien,1650,0,1169,0.8922155499458313,0.2914229929447174
M_44100,Municipality,Monnières,1496,1,1413,0.9058740139007568,0.2717825770378113
P_49214_6,Precinct,Montreuil-Juigné,1673,1,925,0.8789189457893372,0.38432836532592773
P_49353_6,Precinct,Trélazé,1687,1,1011,0.8209693431854248,0.4134969413280487
M_53169,Municipality,Olivet,1806,1,303,0.867986798286438,0.27131783962249756
P_44166_5,Precinct,Saint-Jean-de-Boiseau,1532,1,746,0.887399435043335,0.37770897150039673
P_44109_809,Precinct,Nantes,1514,1,793,0.75157630443573,0.43589743971824646
P_72181_35,Precinct,Le Mans,2676,1,963,0.7133956551551819,0.36404159665107727
P_72181_48,Precinct,Le Mans,2676,0,1055,0.757345974445343,0.3923566937446594
M_49028,Municipality,Béhuard,1677,1,121,0.8925619721412659,0.2710280418395996
P_44026_12,Precinct,Carquefou,1483,1,1369,0.8940832614898682,0.29900333285331726
M_85217,Municipality,Saint-Georges-de-Montaigu,3192,1,2859,0.8943686485290527,0.23052208125591278
P_49328_2,Precinct,Saumur,1682,1,1087,0.8371664881706238,0.17357222735881805
P_49331_2,Precinct,Segré,1683,1,909,0.8151814937591553,0.24546723067760468
P_44114_15,Precinct,Orvault,1517,0,861,0.7433217167854309,0.3914421498775482
M_72291,Municipality,Saint-Jean-de-la-Motte,2683,1,704,0.8607954382896423,0.23657718300819397
M_44168,Municipality,Saint-Joachim,1493,0,3150,0.8222222328186035,0.3806350529193878
M_44200,Municipality,Soulvache,1493,1,286,0.7832167744636536,0.290909081697464
P_72181_57,Precinct,Le Mans,2675,1,963,0.7030113935470581,0.37441498041152954
M_49071,Municipality,Chanzeaux,1679,1,820,0.8890243768692017,0.18387553095817566
M_49050,Municipality,Brissac-Quincé,1650,1,2112,0.8428030014038086,0.27560412883758545
M_72243,Municipality,Pontvallain,2683,0,1129,0.8635960817337036,0.28121721744537354
M_53039,Municipality,Le Bourgneuf-la-Forêt,1806,1,1286,0.8437014222145081,0.2281879186630249
M_49022,Municipality,Beaulieu-sur-Layon,1679,0,1003,0.9052841663360596,0.19796380400657654
P_44114_7,Precinct,Orvault,1517,1,775,0.7845161557197571,0.3912310302257538
M_44037,Municipality,Château-Thébaud,1496,0,2162,0.8626272082328796,0.2982456088066101
P_44109_308,Precinct,Nantes,1513,1,1132,0.814487636089325,0.4186813235282898
P_44109_514,Precinct,Nantes,1509,1,788,0.710659921169281,0.42934781312942505
M_72345,Municipality,Surfonds,2684,0,250,0.8920000195503235,0.3348837196826935
P_44210_1,Precinct,Trignac,1545,1,1037,0.7945998311042786,0.3774752616882324
M_44195,Municipality,Savenay,1543,1,5511,0.8434041142463684,0.34645670652389526
M_44033,Municipality,La Chapelle-Launay,1543,1,2132,0.8625703454017639,0.33296337723731995
P_44109_813,Precinct,Nantes,1509,0,732,0.693989098072052,0.4635627567768097
P_44005_2,Precinct,Arthon-en-Retz,1539,1,420,0.8999999761581421,0.22404371201992035
P_44109_908,Precinct,Nantes,1510,1,718,0.6532033681869507,0.4727668762207031
M_44019,Municipality,Bouée,1543,0,683,0.8169838786125183,0.3186813294887543
P_44184_11,Precinct,Saint-Nazaire,1536,1,935,0.7721925377845764,0.44923505187034607
P_44184_35,Precinct,Saint-Nazaire,1536,1,1175,0.7923403978347778,0.38318777084350586
P_44120_3,Precinct,Le Pellerin,1532,0,1151,0.8566464185714722,0.2907216548919678
P_44184_40,Precinct,Saint-Nazaire,1535,1,1031,0.7972841858863831,0.4039652943611145
P_44184_28,Precinct,Saint-Nazaire,1535,1,931,0.733619749546051,0.4065769910812378
P_49331_5,Precinct,Segré,1683,1,976,0.8032786846160889,0.37161290645599365
P_44109_706,Precinct,Nantes,1510,0,983,0.6592065095901489,0.46603477001190186
P_49347_3,Precinct,Tiercé,1686,1,1022,0.8776907920837402,0.2685714364051819
P_85092_8,Precinct,Fontenay-le-Comte,3177,1,771,0.7769131064414978,0.404436856508255
P_44136_2,Precinct,Préfailles,1498,1,634,0.8596214652061462,0.22693726420402527
P_44109_518,Precinct,Nantes,1512,0,655,0.714503824710846,0.46536797285079956
P_44109_516,Precinct,Nantes,1508,1,855,0.6432748436927795,0.5347985625267029
P_44102_2,Precinct,Montbert,1488,1,1117,0.8755595088005066,0.3034410774707794
P_44109_224,Precinct,Nantes,1513,1,817,0.7760097980499268,0.36102235317230225
P_44109_317,Precinct,Nantes,1513,1,754,0.790450930595398,0.4378194212913513
P_44109_511,Precinct,Nantes,1514,1,1157,0.7735522985458374,0.4051918685436249
M_44122,Municipality,Petit-Mars,1515,1,2463,0.872107207775116,0.28442972898483276
M_44110,Municipality,Nort-sur-Erdre,1515,1,5824,0.8602335453033447,0.3130081295967102
P_44109_710,Precinct,Nantes,1511,1,820,0.7012194991111755,0.48049646615982056
M_85146,Municipality,Montaigu,3192,1,3739,0.8325755596160889,0.26131147146224976
P_49099_4,Precinct,Cholet,1655,1,954,0.7714884877204895,0.4000000059604645
P_72181_65,Precinct,Le Mans,2675,1,876,0.732876718044281,0.3888888955116272
P_44061_1,Precinct,Frossay,1539,1,1129,0.8538529872894287,0.2716577649116516
P_49328_5,Precinct,Saumur,1682,1,1290,0.7759689688682556,0.314083069562912
M_72264,Municipality,Sablé-sur-Sarthe,2686,1,8270,0.7610641121864319,0.2700277268886566
P_44026_14,Precinct,Carquefou,1483,0,1060,0.8716981410980225,0.2687224745750427
P_49331_1,Precinct,Segré,1683,1,835,0.768862247467041,0.2292993664741516
P_85092_1,Precinct,Fontenay-le-Comte,3177,1,1008,0.7976190447807312,0.26042982935905457
M_72386,Municipality,Yvré-l'Evêque,2685,1,3499,0.8616747856140137,0.3240053951740265
P_44109_319,Precinct,Nantes,1510,1,1378,0.8084179759025574,0.4233907461166382
P_53130_2,Precinct,Laval,1799,1,923,0.7833153009414673,0.38983049988746643
P_44136_1,Precinct,Préfailles,1498,0,658,0.8829787373542786,0.23951049149036407
M_72135,Municipality,La Fontaine-Saint-Martin,2663,1,424,0.8679245114326477,0.23822714388370514
M_72046,Municipality,Le Breil-sur-Mérize,2685,1,994,0.8521126508712769,0.28743961453437805
M_72180,Municipality,Mamers,2679,1,3964,0.7575681209564209,0.2819727957248688
P_44114_16,Precinct,Orvault,1517,1,806,0.7568238377571106,0.3283333480358124
P_44026_11,Precinct,Carquefou,1483,1,766,0.8302872180938721,0.31904762983322144
P_49353_1,Precinct,Trélazé,1687,1,1407,0.8571428656578064,0.3914141356945038
M_44205,Municipality,Les Touches,1515,1,1642,0.830085277557373,0.26646706461906433
P_44187_3,Precinct,Saint-Père-en-Retz,1539,1,1137,0.840809166431427,0.2649572789669037
M_44149,Municipality,Saffré,1515,0,2666,0.8638409376144409,0.30978989601135254
P_44114_14,Precinct,Orvault,1517,1,858,0.7121211886405945,0.38499999046325684
M_72329,Municipality,Savigné-l'Evêque,2689,1,3411,0.8367047905921936,0.2781982123851776
P_44109_1108,Precinct,Nantes,1508,0,681,0.5521292090415955,0.5564516186714172
P_72181_56,Precinct,Le Mans,2674,1,1024,0.6943359375,0.38856303691864014
M_72051,Municipality,Cérans-Foulletourte,2663,1,2326,0.8400688171386719,0.25935688614845276
P_72181_54,Precinct,Le Mans,2676,1,1020,0.7843137383460999,0.361647367477417
M_85161,Municipality,Nieul-le-Dolent,3168,1,1763,0.8633012175559998,0.19341839849948883
P_72181_33,Precinct,Le Mans,2674,0,1027,0.700097382068634,0.38122332096099854
P_72181_68,Precinct,Le Mans,2675,1,985,0.7472081184387207,0.3564493656158447
M_72188,Municipality,Marollette,2679,1,114,0.9122806787490845,0.34951457381248474
M_72158,Municipality,Lavaré,2684,1,593,0.84654301404953,0.22109533846378326
P_44184_25,Precinct,Saint-Nazaire,1535,0,677,0.7326440215110779,0.47755101323127747
M_49247,Municipality,La Possonnière,1677,0,1831,0.8722009658813477,0.2981445789337158
P_72181_43,Precinct,Le Mans,2675,0,995,0.6613065600395203,0.4339035749435425
P_44114_4,Precinct,Orvault,1517,1,864,0.7881944179534912,0.3943028450012207
P_44109_1003,Precinct,Nantes,1509,1,837,0.7037037014961243,0.4965277910232544
M_72226,Municipality,Oizé,2663,0,779,0.8985879421234131,0.25705793499946594
P_72181_46,Precinct,Le Mans,2676,1,1051,0.7526165843009949,0.39715394377708435
M_49283,Municipality,Saint-Georges-sur-Loire,1677,1,2370,0.8890295624732971,0.2804284393787384
P_44109_1114,Precinct,Nantes,1514,1,715,0.7958042025566101,0.4206773638725281
P_44184_43,Precinct,Saint-Nazaire,1536,1,1090,0.820183515548706,0.4285714328289032
P_72181_53,Precinct,Le Mans,2676,1,913,0.7009857892990112,0.3893376290798187
P_44109_704,Precinct,Nantes,1512,1,683,0.6749634146690369,0.48358863592147827
P_49353_8,Precinct,Trélazé,1687,1,856,0.7757009267807007,0.46296295523643494
P_44210_2,Precinct,Trignac,1545,1,1165,0.7896995544433594,0.3695175349712372
P_44109_320,Precinct,Nantes,1513,0,866,0.7806004881858826,0.45045045018196106
M_72061,Municipality,La Chapelle-d'Aligné,2686,1,1143,0.8547681570053101,0.2063157856464386
M_85107,Municipality,La Guyonnière,3192,1,2006,0.8948155641555786,0.22852233052253723
P_44223_2,Precinct,Geneston,1488,1,1282,0.8751950263977051,0.32178670167922974
P_72181_41,Precinct,Le Mans,2674,1,940,0.6691489219665527,0.42139384150505066
P_44184_21,Precinct,Saint-Nazaire,1536,1,1118,0.7549194693565369,0.44683393836021423
P_44109_906,Precinct,Nantes,1511,1,964,0.6970954537391663,0.47360482811927795
P_44210_5,Precinct,Trignac,1545,0,1058,0.8601134419441223,0.3173184394836426
P_53130_26,Precinct,Laval,1799,0,965,0.7005181312561035,0.40832048654556274
M_44081,Municipality,Legé,1501,1,3014,0.8699402809143066,0.22382812201976776
P_72181_55,Precinct,Le Mans,2673,1,1053,0.642924964427948,0.446153849363327
P_44109_802,Precinct,Nantes,1514,0,657,0.7321156859397888,0.4978991448879242
M_72275,Municipality,Saint-Corneille,2689,1,829,0.8673099875450134,0.2625538110733032
M_53040,Municipality,Bourgon,1806,0,404,0.8787128925323486,0.17579250037670135
P_49328_9,Precinct,Saumur,1682,1,1305,0.6160919666290283,0.34487178921699524
M_85069,Municipality,Les Clouzeaux,3168,1,1961,0.8735339045524597,0.3036992847919464
M_72309,Municipality,Saint-Paul-le-Gaultier,2685,0,232,0.8017241358757019,0.22826087474822998
P_44109_707,Precinct,Nantes,1511,1,1225,0.713469386100769,0.46370023488998413
M_72369,Municipality,Verneil-le-Chétif,2684,1,455,0.8373626470565796,0.23529411852359772
M_72230,Municipality,Parigné-le-Pôlin,2663,1,743,0.903095543384552,0.2859303951263428
M_72063,Municipality,La Chapelle-Gaugain,2684,1,246,0.8008130192756653,0.25
M_49256,Municipality,Rablay-sur-Layon,1679,1,595,0.8621848821640015,0.3194444477558136
P_49214_5,Precinct,Montreuil-Juigné,1673,1,888,0.8592342138290405,0.34224599599838257
P_49214_1,Precinct,Montreuil-Juigné,1673,1,915,0.8295081853866577,0.3324287533760071
M_72317,Municipality,Saint-Rémy-du-Val,2679,1,439,0.8564920425415039,0.20054945349693298
P_49099_29,Precinct,Cholet,1655,0,989,0.695652186870575,0.4262295067310333
M_85026,Municipality,La Boissière-des-Landes,3168,0,988,0.8684210777282715,0.2514827847480774
M_53247,Municipality,Saint-Pierre-la-Cour,1806,1,1493,0.8553248643875122,0.2437850832939148
P_72181_42,Precinct,Le Mans,2673,1,841,0.587395966053009,0.49159663915634155
P_85092_5,Precinct,Fontenay-le-Comte,3177,1,937,0.8207044005393982,0.3245382606983185
P_85092_6,Precinct,Fontenay-le-Comte,3177,1,937,0.7822839021682739,0.3211781084537506
P_49353_5,Precinct,Trélazé,1687,1,838,0.8174224495887756,0.4109792411327362
P_49353_7,Precinct,Trélazé,1687,0,763,0.7313237190246582,0.4660550355911255
P_44190_5,Precinct,Saint-Sébastien-sur-Loire,1540,1,1211,0.8670520186424255,0.3905496597290039
P_49099_23,Precinct,Cholet,1655,1,782,0.7762148380279541,0.3410981595516205
P_44210_4,Precinct,Trignac,1545,1,794,0.7858942151069641,0.3977086842060089
M_72035,Municipality,Bessé-sur-Braye,2685,1,1777,0.7990996241569519,0.2692584693431854
M_49292,Municipality,Saint-Lambert-du-Lattay,1679,1,1351,0.9059955477714539,0.22389306128025055
M_44138,Municipality,Puceul,1515,1,692,0.884393036365509,0.28762543201446533
P_72181_51,Precinct,Le Mans,2673,1,917,0.6652126312255859,0.4010327160358429
M_72378,Municipality,Vion,2686,1,983,0.8809766173362732,0.227544903755188
M_44137,Municipality,Prinquiau,1543,1,2173,0.9024389982223511,0.2911261022090912
M_72335,Municipality,Sillé-le-Philippe,2689,1,831,0.8628158569335938,0.22804532945156097
M_72182,Municipality,Mansigné,2683,1,1217,0.7871816158294678,0.2435622364282608
M_44074,Municipality,Indre,1493,1,2708,0.8570901155471802,0.41335660219192505
P_72181_39,Precinct,Le Mans,2673,1,1053,0.6666666865348816,0.4426470696926117
P_49214_2,Precinct,Montreuil-Juigné,1673,1,797,0.796737790107727,0.3467094600200653
M_49329,Municipality,Savennières,1677,1,965,0.9005181193351746,0.27036598324775696
P_72181_38,Precinct,Le Mans,2673,0,1040,0.642307698726654,0.4109589159488678
P_44109_601,Precinct,Nantes,1510,1,629,0.7249602675437927,0.44320711493492126
M_44206,Municipality,Touvois,1501,1,1065,0.8779342770576477,0.269565224647522
M_85008,Municipality,Aubigny,3168,1,2412,0.8876451253890991,0.32665711641311646
M_72313,Municipality,Saint-Pierre-des-Ormes,2679,0,190,0.8526315689086914,0.24223601818084717
P_44109_1109,Precinct,Nantes,1509,1,538,0.6933085322380066,0.46070459485054016
P_44184_39,Precinct,Saint-Nazaire,1536,0,1191,0.7900923490524292,0.411827951669693
M_44128,Municipality,Plessé,1493,1,3365,0.8594353795051575,0.2706502676010132
P_44109_101,Precinct,Nantes,1512,1,988,0.6467611193656921,0.3623417615890503
P_22278_38,Precinct,Saint-Brieuc,640,1,811,0.7028359770774841,0.38053098320961
M_29197,Municipality,Plouhinec,851,1,3645,0.8172839283943176,0.3244898021221161
M_22060,Municipality,Gausson,630,1,484,0.8471074104309082,0.2380952388048172
M_29069,Municipality,Guilers,853,1,6065,0.8596867322921753,0.36746281385421753
M_35266,Municipality,Saint-Erblon,1171,1,1863,0.8990874886512756,0.33696308732032776
M_29111,Municipality,Lanhouarneau,871,1,881,0.8649262189865112,0.1803499311208725
M_35206,Municipality,Noyal-Châtillon-sur-Seiche,1171,1,4741,0.8702805042266846,0.3661591410636902
M_35061,Municipality,La Chapelle-Erbrée,1198,1,481,0.8773388862609863,0.20000000298023224
M_22324,Municipality,Saint-Quay-Perros,621,1,1188,0.8661616444587708,0.375
P_22278_32,Precinct,Saint-Brieuc,640,1,737,0.7666214108467102,0.4162162244319916
M_29284,Municipality,Treffiagat,854,1,1940,0.857216477394104,0.33231520652770996
M_29029,Municipality,Cléden-Poher,842,1,836,0.8732057213783264,0.3652777671813965
M_35250,Municipality,Saint-Armel,1171,1,1227,0.9111654162406921,0.3336363732814789
P_22070_3,Precinct,Guingamp,607,0,849,0.7962308526039124,0.375
M_22045,Municipality,Cohiniac,633,0,326,0.8865030407905579,0.2614840865135193
M_29016,Municipality,Brasparts,863,1,824,0.8288834691047668,0.3214285671710968
M_35070,Municipality,Châteauneuf-d'Ille-et-Vilaine,1189,0,760,0.8605263233184814,0.2745709717273712
M_22232,Municipality,Plourhan,604,1,1480,0.8932432532310486,0.2901715934276581
M_22167,Municipality,Perret,606,1,148,0.8310810923576355,0.36974790692329407
M_22146,Municipality,Mellionnec,606,1,325,0.8553845882415771,0.27106228470802307
M_29018,Municipality,Brennilis,850,1,364,0.7939560413360596,0.3321554660797119
M_29011,Municipality,Bohars,853,1,2632,0.8765197396278381,0.36251649260520935
P_22113_2,Precinct,Lannion,611,1,669,0.8430493474006653,0.37657657265663147
P_22113_7,Precinct,Lannion,611,1,939,0.8466453552246094,0.44629156589508057
M_22201,Municipality,Plévenon,615,0,755,0.8569536209106445,0.3059936761856079
M_29033,Municipality,Le Cloître-Pleyben,863,1,432,0.8611111044883728,0.3195592164993286
M_22133,Municipality,Loscouët-sur-Meu,617,1,486,0.8415637612342834,0.23929470777511597
M_22153,Municipality,Moncontour,618,0,422,0.8554502129554749,0.30484330654144287
M_22379,Municipality,Trévou-Tréguignec,621,1,1147,0.8308631181716919,0.34903639554977417
M_22100,Municipality,Langast,630,1,502,0.9023904204368591,0.2821670472621918
M_22365,Municipality,Trémargat,639,1,145,0.8551723957061768,0.16935484111309052
P_22278_19,Precinct,Saint-Brieuc,640,0,726,0.6652892827987671,0.3488371968269348
M_29086,Municipality,Irvillac,847,1,1005,0.8895522356033325,0.30760499835014343
P_22278_25,Precinct,Saint-Brieuc,641,1,828,0.7536231875419617,0.4224422574043274
M_22384,Municipality,Uzel,644,1,764,0.8952879309654236,0.31259259581565857
M_56023,Municipality,Brech,1872,1,4776,0.8695561289787292,0.28424152731895447
P_35288_28,Precinct,Saint-Malo,1190,1,970,0.7257732152938843,0.3858381509780884
M_22290,Municipality,Saint-Gelven,606,0,257,0.887159526348114,0.3348214328289032
M_29140,Municipality,Loperhet,872,1,2728,0.8980938196182251,0.34275031089782715
M_22371,Municipality,Trémorel,617,1,802,0.8678303956985474,0.29368576407432556
M_29185,Municipality,Plouescat,871,1,2987,0.8182122707366943,0.3133029341697693
M_29206,Municipality,Plounévez-Lochrist,871,0,1895,0.8422163724899292,0.22412697970867157
M_22038,Municipality,Châtelaudren,633,1,685,0.8525547385215759,0.35438597202301025
M_22003,Municipality,Aucaleuc,603,1,623,0.8651685118675232,0.3499043881893158
M_35327,Municipality,Servon-sur-Vilaine,1172,1,2661,0.8699737191200256,0.31466081738471985
M_29195,Municipality,Plouguerneau,874,0,5314,0.8445615172386169,0.2805347740650177
M_29120,Municipality,Lanvéoc,846,1,1435,0.8362369537353516,0.2578992247581482
M_29267,Municipality,Saint-Thois,844,1,549,0.8433515429496765,0.29411765933036804
M_29049,Municipality,Elliant,849,1,2388,0.8597152233123779,0.32832834124565125
M_22050,Municipality,Dinan,603,1,8065,0.7848728895187378,0.31914207339286804
M_29139,Municipality,Lopérec,879,1,612,0.8594771027565002,0.2909441292285919
M_22086,Municipality,Kerfot,620,1,535,0.8560747504234314,0.2993348240852356
M_29027,Municipality,Châteauneuf-du-Faou,844,1,2775,0.8345946073532104,0.3052631616592407
P_29046_12,Precinct,Douarnenez,848,1,1130,0.777876079082489,0.3376018702983856
P_22070_5,Precinct,Guingamp,607,1,809,0.7428924441337585,0.3833049535751343
M_29246,Municipality,Saint-Eloy,847,1,141,0.9503546357154846,0.4122137427330017
M_29024,Municipality,Carhaix-Plouguer,842,0,5755,0.824847936630249,0.3912389874458313
M_22268,Municipality,Ruca,615,1,450,0.846666693687439,0.3614775836467743
M_29243,Municipality,Saint-Coulitz,843,1,332,0.8945783376693726,0.37457045912742615
M_29044,Municipality,Dinéault,843,1,1080,0.8777777552604675,0.274678111076355
M_35208,Municipality,Orgères,1171,0,2729,0.8977647423744202,0.3439065217971802
M_29042,Municipality,Crozon,846,0,6797,0.8297778367996216,0.2743968367576599
P_29046_1,Precinct,Douarnenez,848,1,820,0.7402439117431641,0.2940199375152588
M_29249,Municipality,Saint-Goazec,844,1,619,0.8093699812889099,0.30425962805747986
M_29080,Municipality,Hôpital-Camfrout,847,1,1644,0.8819951415061951,0.342917263507843
M_29026,Municipality,Châteaulin,843,0,3711,0.8464025855064392,0.3139986991882324
M_22363,Municipality,Trélévern,621,0,1136,0.8714788556098938,0.33504626154899597
M_22061,Municipality,Glomel,639,1,1111,0.8685868382453918,0.33122363686561584
P_56098_12,Precinct,Lanester,1889,1,773,0.7865459322929382,0.3551088869571686
P_35065_2,Precinct,La Chapelle-Thouarault,1186,0,754,0.9045093059539795,0.414050817489624
P_22113_13,Precinct,Lannion,611,1,1059,0.7998111248016357,0.3566265106201172
M_29222,Municipality,Port-Launay,843,1,331,0.842900276184082,0.3247232437133789
M_22162,Municipality,Paimpol,620,1,6402,0.7913151979446411,0.29975923895835876
M_29172,Municipality,Plomodiern,867,1,1881,0.8431685566902161,0.2572161555290222
M_22179,Municipality,Fréhel,615,1,1520,0.8473684191703796,0.2760784327983856
M_35016,Municipality,Baulon,1151,1,1396,0.8459885120391846,0.307758629322052
P_22070_2,Precinct,Guingamp,607,1,855,0.8362573385238647,0.343794584274292
M_22168,Municipality,Perros-Guirec,621,1,6895,0.8240754008293152,0.3034692406654358
M_22001,Municipality,Allineuc,644,1,432,0.8819444179534912,0.3510638177394867
M_22378,Municipality,Trévérec,612,1,154,0.9285714030265808,0.3617021143436432
M_29077,Municipality,Guissény,874,1,1653,0.8638838529586792,0.29653221368789673
M_22150,Municipality,Le Merzer,612,1,695,0.8633093237876892,0.3164983093738556
M_56167,Municipality,Plougoumelen,1872,1,1845,0.8937669396400452,0.2826221287250519
M_35284,Municipality,Saint-Jouan-des-Guérets,1189,1,2271,0.863055944442749,0.3193364441394806
M_29250,Municipality,Saint-Hernin,842,1,641,0.8455538153648376,0.35634326934814453
M_22333,Municipality,Saint-Vran,617,0,549,0.8633880019187927,0.35117772221565247
M_29302,Municipality,Pont-de-Buis-lès-Quimerch,879,1,2675,0.8530840873718262,0.3513753414154053
M_22063,Municipality,Gommenec'h,612,1,404,0.8638613820075989,0.3070175349712372
M_29166,Municipality,Ploéven,867,0,409,0.8973104953765869,0.35342466831207275
M_22263,Municipality,Le Quiou,605,1,232,0.8534482717514038,0.4183673560619354
M_29176,Municipality,Plonévez-Porzay,867,1,1464,0.8606557250022888,0.24879227578639984
P_22113_3,Precinct,Lannion,611,0,623,0.8170144557952881,0.39436620473861694
M_22062,Municipality,Gomené,617,1,446,0.8609865307807922,0.2558746635913849
P_35288_6,Precinct,Saint-Malo,1190,1,873,0.5704467296600342,0.38461539149284363
M_22174,Municipality,Pléboulle,615,1,622,0.8729903697967529,0.27579736709594727
M_22107,Municipality,Laniscat,606,1,588,0.8911564350128174,0.3786407709121704
P_22070_4,Precinct,Guingamp,607,1,529,0.7523629665374756,0.40519481897354126
M_35127,Municipality,Guignen,1151,1,2351,0.8770735859870911,0.33185839653015137
M_22330,Municipality,Saint-Thélo,644,1,317,0.8296530246734619,0.2868216931819916
M_22055,Municipality,Etables-sur-Mer,604,1,2508,0.8708133697509766,0.2925804853439331
P_22278_14,Precinct,Saint-Brieuc,641,1,806,0.7754342555999756,0.36747968196868896
M_22219,Municipality,Plouguenast,630,1,1429,0.8691392540931702,0.24406224489212036
P_22113_11,Precinct,Lannion,611,1,687,0.7496361136436462,0.4071146249771118
M_22233,Municipality,Plourivo,620,0,1750,0.8697142601013184,0.3224080204963684
M_29082,Municipality,Ile-de-Batz,851,1,568,0.7429577708244324,0.30656933784484863
M_22021,Municipality,Brusvily,603,1,817,0.8739290237426758,0.35177305340766907
M_22248,Municipality,Pommerit-le-Vicomte,612,1,1383,0.8582791090011597,0.37264958024024963
P_22070_6,Precinct,Guingamp,607,1,546,0.7564102411270142,0.39853301644325256
M_22260,Municipality,Le Quillio,644,0,343,0.8862974047660828,0.17627118527889252
P_35288_7,Precinct,Saint-Malo,1190,1,832,0.7403846383094788,0.3578595221042633
M_22191,Municipality,Plessala,630,1,1435,0.8675957918167114,0.31583264470100403
M_22281,Municipality,Saint-Carreuc,618,1,1079,0.886932373046875,0.3383297622203827
M_22208,Municipality,Plouasne,605,1,1193,0.860854983329773,0.31563127040863037
M_35093,Municipality,Dinard,1147,1,8521,0.8290106654167175,0.2658027410507202
P_35281_3,Precinct,Saint-Jacques-de-la-Lande,1188,1,746,0.8109919428825378,0.3786078095436096
M_35360,Municipality,Vitré,1198,1,12505,0.8052778840065002,0.27001315355300903
M_35087,Municipality,Cornillé,1198,1,618,0.8705501556396484,0.2030075192451477
M_22234,Municipality,Plouvara,633,1,763,0.8663171529769897,0.3528505265712738
P_35281_1,Precinct,Saint-Jacques-de-la-Lande,1188,1,835,0.8275449275970459,0.4067055284976959
P_56098_1,Precinct,Lanester,1889,0,1006,0.718687891960144,0.3806818127632141
P_35288_29,Precinct,Saint-Malo,1190,1,1041,0.7214217185974121,0.3586956560611725
M_56007,Municipality,Auray,1872,1,8800,0.7942045331001282,0.2903272807598114
M_22011,Municipality,Boqueho,633,1,764,0.8691099286079407,0.2929447889328003
M_29025,Municipality,Cast,843,1,1246,0.857945442199707,0.2851710915565491
M_29054,Municipality,La Feuillée,851,0,512,0.826171875,0.3744075894355774
M_29013,Municipality,Botmeur,851,1,196,0.8418367505073547,0.4585987329483032
M_35107,Municipality,Ercé-près-Liffré,1161,1,1239,0.8910411596298218,0.3561517000198364
M_29062,Municipality,Gouézec,863,1,853,0.8452520370483398,0.27234041690826416
M_22198,Municipality,Pleumeur-Bodou,624,1,3461,0.8688240647315979,0.35242289304733276
M_22343,Municipality,Trébeurden,624,1,3377,0.8554930686950684,0.3360196352005005
M_56176,Municipality,Pluneret,1872,0,4057,0.8612275123596191,0.2997075915336609
M_35306,Municipality,Saint-Père,1189,1,1731,0.8613518476486206,0.2612859010696411
P_22278_17,Precinct,Saint-Brieuc,641,1,644,0.6987577676773071,0.4068181812763214
M_29189,Municipality,Plougastel-Daoulas,872,1,10464,0.8524464964866638,0.33428052067756653
M_22296,Municipality,Saint-Glen,618,1,463,0.8574513792991638,0.32992327213287354
P_29046_4,Precinct,Douarnenez,848,1,935,0.7219251394271851,0.27927929162979126
M_22087,Municipality,Kergrist-Moëlou,639,1,502,0.824701189994812,0.31463414430618286
M_56262,Municipality,Le Bono,1872,1,1864,0.8567596673965454,0.26747140288352966
P_29046_13,Precinct,Douarnenez,848,0,1040,0.7923076748847961,0.37948083877563477
M_22280,Municipality,Saint-Carné,603,1,810,0.8086419701576233,0.39534884691238403
M_35207,Municipality,Noyal-sur-Vilaine,1172,0,3964,0.8955600261688232,0.3419170379638672
M_35052,Municipality,Champeaux,1198,0,394,0.8375634551048279,0.22392638027668
M_35152,Municipality,Liffré,1161,1,5234,0.8786779046058655,0.3582320511341095
M_22184,Municipality,Plémy,630,0,1219,0.8662838339805603,0.2913843095302582
M_29216,Municipality,Pluguffan,866,1,2830,0.8844522833824158,0.3352319002151489
M_35031,Municipality,La Bouëxière,1161,1,2708,0.8670605421066284,0.3146214187145233
M_22353,Municipality,Trégastel,621,1,2316,0.871761679649353,0.3068809509277344
M_29043,Municipality,Daoulas,847,1,1417,0.8637967705726624,0.4210963547229767
P_56098_3,Precinct,Lanester,1889,1,927,0.7939590215682983,0.36250001192092896
P_56098_10,Precinct,Lanester,1889,1,998,0.7905811667442322,0.37142857909202576
P_22278_6,Precinct,Saint-Brieuc,641,1,863,0.7531865835189819,0.3426356613636017
